TutorId,CourseCodCourse
f4076c19-34d2-4608-8b4e-84a1b6c119a4,358
d5852029-aec6-4ad7-ac05-0d46eb362862,360
63222e22-be25-4e1c-bcb7-a7e5b5093aa9,380
e94cf7f7-c884-47ee-81cd-c850049b6d70,382
e94cf7f7-c884-47ee-81cd-c850049b6d70,386
e94cf7f7-c884-47ee-81cd-c850049b6d70,388
dc2fbf41-a4ae-494f-9b22-4528e4c6756c,392
e94cf7f7-c884-47ee-81cd-c850049b6d70,394
d7b4c8dd-6f33-4d78-99a1-07781f529708,410
8b3f07dd-60f4-42b4-a652-128337cb4dd2,412
6c1e1b5d-03ca-474a-8c91-8f558ff69993,428
6c1e1b5d-03ca-474a-8c91-8f558ff69993,430
cc24a940-a43c-442e-9b1f-cdce742627cf,450
d2d42a78-2163-4be3-9cb1-147d210e7c51,452
86ae5557-174f-43ef-b2ce-75f548329e61,453
0b4da7f3-6fe7-49cd-98c6-f4a541a9d0fa,462
784bfa8e-53a1-4dee-ab6f-8bb8fcce6ef0,504
3e968ca1-cf7d-4fcd-a203-693d8dbfbfac,520
3c1c0f4e-45e4-441d-8496-b6ef6277a44e,522
3e968ca1-cf7d-4fcd-a203-693d8dbfbfac,601
de67f903-8530-4c10-af51-cafd5676f534,608
4148c10c-36af-4106-88f7-c62c95941dd1,610
e21e28c3-3d28-4a78-9d21-f4b17a75324d,630
ddb2359d-2c94-4651-b3a8-952f56ec2e2a,632
ca038256-5d63-4442-aa24-2b8f05960197,636
bd3540e9-622b-4763-9cc4-755b4e05567d,637
a82ca55d-b0f3-4c46-9e53-5dd89bcd21b1,638
c1bfb8ca-dc55-46b6-a737-811190ef380c,640
129f688a-a1d0-499f-8b7d-16e11772ef8c,642
06c714c0-d391-4ca9-a8e2-e3a613680b36,650
96603782-07f5-45ed-9788-d4c05a9ecffc,652
ee24ca2c-4cc2-43f5-98b1-6d22105d681a,654
182d9205-6c9f-498d-bead-0f67b2d49ce4,656
092f5110-64f0-4372-a143-df449b238940,658
435ec535-1b41-4537-ab8a-d5b793789099,660
e3d4418f-6da9-49d3-b0f5-3ae7c8acd659,662
247c6e87-48cb-41a1-b8a2-2257db541cca,663
979f980f-596b-43fe-ad3e-6641c740ee84,665
e7ae85b3-8557-4e15-b06d-f1d212edb383,667
66fd5a87-d8d4-43c6-a894-f24c6e71a9ef,687
f6d38d3b-7998-47f7-b8d3-d6f0655b9e79,700
f6d38d3b-7998-47f7-b8d3-d6f0655b9e79,706
9c453ccb-75d3-404a-be2f-25f4ba1dfe85,708
d98baf47-75c1-4fe1-9975-9019167805d8,720
33955eac-daf3-41f5-a4ae-7938d6a2bae7,722
d5e26499-5882-46a2-ba9c-9fa13dcc23ff,724
df2be9c7-de7b-42f7-b250-4bb850dea1e8,729
f36c8a34-fb4b-49e7-b9cb-3c2bd7b39cbe,734
2f3055c0-1164-4e11-8f6e-e6ee3158e358,735
911b1cff-09f8-476d-992a-572e50f748eb,736
0736f0dc-5bcc-4f74-a916-0e1936140f49,770
30d78518-e19d-4c44-94e5-5519ed5d926a,771
344700b0-936e-4eaf-9542-4c2f5abb6dca,772
bf982add-dfe7-4591-9b70-ca4ca0f4d5b8,773
4ab7009f-ebf5-42d7-bd2e-d4aaed1c89e3,775
089ae0cc-a747-409b-bdbb-b5e5b40d35cb,778
ec4ba429-3a36-425b-86c6-1217406b59dc,779
2eff6c13-f439-4e78-bfa3-30b8f8218b9d,779
18468777-77f0-41c7-ba6a-5b3300d57c83,780
0c24851e-7172-4aaa-ab7a-1854f97f4dda,781
667af602-2479-41c6-99c1-f59dc610f467,781
5cf009bd-4915-408b-9c90-0fbd040b2b44,785
86af8fd4-f414-44f1-b910-be3b5690a78d,786
eb8cb868-00ed-4e0a-b851-5ed56fbd7878,788
46fe4c34-3062-44ad-a824-80a4dbe65f61,790
2f20c38c-1b01-4768-b8ee-4724c6b1360f,795
e2b75202-04ee-4950-9cd6-7665abca9782,797
cf2170ac-f222-41e9-8d8d-2bf6b5f5409a,798
cb0b8a68-777d-4502-a8de-5ad59afb33d9,799
d7d9f01e-4199-4ea3-91ef-63d74d8062dc,960
688fd9ee-b398-4bc1-a6f5-4662e249000b,962
50e302ac-b8ed-4e4a-a5a2-f814c3d8a87a,964
de36d588-7e5a-4803-bd1d-cd6ebd480ca6,968
6407294f-fcf6-4e90-a384-e49ee3020402,970
7722e9c9-7f85-4797-a7cf-8c0102714952,972
f14bd788-bdc6-4f8a-94df-04954bee1dfa,1023
b65619f7-b6ba-49e6-8b5e-25770854a557,1035
edbf2168-37ca-4db6-9ef2-ac4db456a502,1059
3848db43-b3fa-48f7-b96e-d2d6c2287627,1088
e3cf5dd1-1f7c-422d-a5c5-9455379c336b,2004
915fa243-bf0f-4f9e-b867-0eeef75b34ab,2005
a48cbb4f-8f58-472e-a7f2-8aa4824ddd81,2006
3f51f46d-4dd5-4bc1-b9c3-ef0e4b1f8f3c,3116
14240fd2-6862-4cae-a40a-5f93500aa1c0,3118
e370e62b-de69-4d3a-a867-9ee817b9800b,3123
62391350-9d00-4d93-93bb-8781b83c65f9,3656
65323220-deb6-4686-93ff-e76739e3d2b9,3658
a263a882-77a0-4bc0-9290-1c28919170d5,3662
0cfa755d-8181-4f76-bf70-5c03f75fae62,5
effc735f-44ea-4faa-8ef2-a3bbff3a929a,281
1b099fd6-af67-4d8e-bc39-d0216a8cbbb5,283
3c821735-3395-420e-9325-19fc65b3de8b,285
db0fc55f-7be2-48d8-b6a6-d1ee9a5d2442,720
914b542e-60fe-4aef-b10e-b1054e5714f4,729
f746bc58-d37c-4d26-a0d0-41797ab1608e,770
307842b4-8727-42fe-94a6-6fbb4a4ecd1f,771
b30b309f-7d34-489d-84a7-e46ef30291c5,772
ac83da30-18b9-4556-824e-1894f0bcdd11,773
574b1f53-69fd-4634-8604-f9ec24563486,775
f4d3e500-9f55-43c6-bcbe-02439730ae69,778
4b6aaff4-5b76-4192-8010-2b0ced086b08,779
78da5856-9839-44e2-a695-516e88b0458a,780
de043abb-41a8-4287-9060-452dad207f76,781
36ad3af2-4869-4953-8b9f-ef16f1351ea2,785
15dd1721-5839-47f6-8070-bc7fc379287b,786
be0c2e42-594a-48ac-ab6e-27001162375d,797
d171d77c-5e94-4946-8e00-4e5523f5d9c9,798
f06d3b61-d70c-4586-b739-01f76cdce6ee,964
d0ec4e55-7ce0-46aa-8ab1-d593c455fc42,970
7e37cc6c-03d8-4927-a9c0-dc1333a28741,972
4de4a005-45ec-4435-bc71-e32a74770e96,392
cf5e1857-085e-4879-b96a-a19a9b339c98,90
c4645b0e-10c0-44e1-a9b7-996674cb1c9a,601
adb5dfae-6095-4fbd-890c-fe5b60e199b3,608
f2349be2-4f0a-4a03-bcd1-c33c2d78eae7,630
bb048cb8-55d4-41ad-a33d-e02cd9dc782d,632
01533751-f943-4787-9565-183f45799ae7,636
9687c289-e249-467c-95c9-bc06bd07bd52,637
3161d5ba-45b2-401b-a4c6-0e1fcfebf097,638
80992075-8fae-4575-acfe-fe64a78c14e9,640
dc2d369d-0b5d-4107-a97c-01e010e41093,650
9774ae79-3934-401e-b327-575380bfdc59,652
77a838ff-3572-47f9-b78d-28d2df59df17,654
5eb17174-9fa0-4e43-8d52-29801a98b7b2,658
50311fbf-5949-4d72-b8d6-f3c756db23be,660
0b5f8a4c-9782-4a3f-9382-f943e3b6242a,665
53f57e9c-a981-42a1-9719-826d53653e6d,667
0198e818-beb2-416b-84b3-52bc301a3c92,734
fe4d0e26-fbe8-4b2c-93de-bb8cae4be76e,736
8a31b0a9-544d-41d2-a13b-98d3748527f2,14
7fb60e35-4751-4b4a-8aac-0a7149cd0d4e,22
e577f66a-765e-4d1f-ac57-ee6f0f8e40b6,28
15a5f437-da62-496b-a9af-a38f38b4d64d,80
152d9342-ca94-4e87-96df-b48f2be200bc,82
c8c647f7-cc34-4032-833e-81f883e9902f,150
e3b0a584-4281-48b5-ba52-16aa0b2f549b,362
bd7c103f-5d45-4b3c-83e0-89334b8f9b6b,603
1f7dd132-6669-4fbc-af92-a9c3bf3db674,664
c1239dec-0a65-4ab2-b566-6fe775747cc6,732
68e07677-a9db-47b1-8ebc-db8d726828e1,796
416f2228-ac97-4026-ad03-465e0c5b044f,2025
4b6f54a9-5797-4b07-8b4a-7913c961c08e,2036
c432dc60-3dd6-4c79-83cd-5ae1f05d0648,3022
7c2b96f6-6907-4812-8be7-90c0c3061e8a,3664
8974a0b2-e442-4963-a493-63e6ecdbb345,796
13f4fd9c-acd2-4d46-9ed8-479005d0ce70,603
49c26dea-34e7-4e30-85a2-dd44c1f199c0,732
b3a54dcd-05d1-437e-9a77-275de4807231,14
4f3711d0-0a67-4ee5-9611-58fb4b6e49b3,22
76a67962-e368-4fa6-9ad8-d4b0e076fe6e,28
a2cf53e7-8fe5-46ea-b081-7b381174bd9c,80
52aebcbb-3323-4d7a-8138-50799a2b5817,82
0b5538e4-4678-42ca-b2bf-1a7321928a71,150
20432ae6-3a7d-4a35-b287-e5c6f4356e2a,362
e80eb8d2-3d52-4881-b6cc-559770e0e967,603
601531ce-0ee1-4859-8d8a-788ee21953e7,664
dad1e85c-de6c-4eaf-ae4d-c87cb086eed2,732
f4481462-9415-4d2b-b1e9-7a4a8330560c,796
de96e695-1c67-42cc-a19c-9b93afa26fc1,2025
5021fb56-ddfb-4fcd-8f63-49ac267a8fbe,2036
bd6e51d5-121c-47c5-abf0-a6ad5e5697b4,3022
ba00cbfb-e11b-44b8-be37-59f6348a9779,3664
e0c87f9b-fad8-40df-98f4-a50cc3da016a,796
e4480b99-1635-4e24-a72a-17df2d4391f8,603
15fe84d6-6116-4b55-9a7f-23af5c302f68,732
b47a1647-e4ff-4eac-8827-13eb7a1904a6,354
f0f538f8-c7e0-4be4-90b1-fddc20ca414e,354
b5fb83cc-f201-4748-8ce0-5f4ff5ccb9aa,9000
edbe174c-dcca-45bb-9b11-550466ea123d,147
5a995c5c-1fcc-4e0f-add7-1b1f224f4416,150
a087fb6d-2a23-4201-a9d1-5e4810e68986,152
6f0b3255-5302-4f20-8012-5219c665c13d,154
11e5cb3e-ada3-46e7-8b5d-88c9a11b467c,156
11a42668-9ab4-45ea-83b9-0957464def8f,352
9cb3f78e-a4ba-4441-aad6-d1850e453367,522
73e71932-7083-49af-b31e-74403be6bef9,354
1deb73b2-4942-4573-81e0-d5f23c10d8dc,147
8f398848-3b0e-4c34-91e5-556a7557db06,150
1d3e6f86-678f-4d78-a8a2-fa0bfade927a,152
01bdfc50-2f36-4c69-8872-001b0ab384b6,154
76a67962-e368-4fa6-9ad8-d4b0e076fe6e,354
32014570-1a97-4ab1-becc-d8ada7c20ae6,150
65dd5272-94c7-4644-81bb-5d8c1f766bc7,236
86a18eed-3764-4211-882b-a62e88789c35,246
a7dc0c9d-d234-4d47-90ed-315299b5598d,522
fc3b5d0a-df2b-4e78-8945-6fa54f8a0a04,80
8af02c46-faa0-46cd-af2e-300c1b053c21,82
dd8f8e1c-9c86-4ad2-97cd-be50f04785b8,200
9d6f4302-a3e4-417e-b67a-2280ad11e85b,202
29782741-3676-46c1-84a8-5f3c883d5d14,204
23df457c-840d-4567-83e0-e2e3c549d3df,206
51027886-7555-46a2-abf3-d286ed9deaa8,208
e8fb1b19-bde1-4e43-9081-8b864e63d528,210
568659ab-6250-4b52-9d0e-1ca419928ba4,230
51ec7258-0c23-45c5-b3ca-7fa8495fbfab,232
7afada24-0ab5-4421-adfe-3a9f6f6658c6,234
89528fde-a72c-461e-9fa5-d84ecb626dd6,235
d6a45ceb-02b4-403f-90d4-fe0af62d2dbf,236
471cea72-7156-4c8b-acb5-27685ea8aa2c,240
21b288be-8598-42b2-b4cb-9d3f5c97d0b3,242
b7b3caab-d97d-4bb3-9db9-13cfd508c98e,243
e17c43f5-8f7f-4ffe-849b-272c219ef9a7,244
bfe7af41-1831-4808-8533-db9cec453a4b,245
7b5e3073-5e4a-4c61-8eb5-fc41f256e85a,246
8be6dfd6-c7f6-432d-8192-ef3d4f1fcd19,248
2609ef42-d701-40ed-af20-6e5353e24d1f,249
8ec47c73-c24b-4523-a496-efa960a37999,258
76a67962-e368-4fa6-9ad8-d4b0e076fe6e,358
ca38a7bb-d462-450c-abe0-9cedc02c39fd,360
67f07a8e-e3df-40d5-b428-0d1f177523a7,454
eddb0922-0d67-4d2f-a8bc-be9f19bdfab2,462
db4f477c-b66e-427f-b3b2-07129c5f1f83,502
e4732798-73c8-4429-8506-216ee9faa6cf,504
825fde60-f519-4873-abf1-2ae5ef804271,510
f31914c2-a83d-4d05-a6e6-2c02b8455ad0,520
3f4a4e64-64ab-4edf-aaac-7a1d79704508,522
f2c73288-9935-4878-a5f1-18e430498cb2,532
cad92439-464b-441a-95f7-d06035361282,550
8f416a55-d2c9-43b0-9bfb-e4936e741bd4,969
7bbc06b7-6ea7-4a48-af8f-fd3fecd5fcb9,250
96a87ec0-36e2-4dc5-a405-312f6f50680f,5
432c98c7-9d5b-4dce-bebc-0b50a6961733,19
ba5453a2-bfd3-4b18-a6b9-66f3d90aeba4,30
16f42d21-d48d-4f31-8604-5903f31e109b,39
7af60fb3-eddd-4bd6-b231-023dca03f56f,69
fb1516ee-1e72-4de8-a495-48875348ab04,101
7353bada-4a13-476f-8763-569a51dee3b9,103
cf686f07-eac5-422a-ad3f-bd96d842b270,107
59b1934c-2438-46c1-9296-806241ea9384,112
c2627aae-af07-480f-80d7-a7ca313a6732,114
69c63682-d570-462d-8b1b-aa0bc0bce7bf,116
69c63682-d570-462d-8b1b-aa0bc0bce7bf,118
824f07d5-86fb-41ba-8244-329169755be5,147
2dce2020-a671-4e4e-afc9-6d90fe933e1b,283
1edc9e28-b391-4a5c-9ed5-2545dea32384,300
8f90ea9a-276a-4e0c-8922-8b8cae0656a8,300
64bde79f-75a1-46df-8832-3a9c21fedd07,348
13d1aa1a-94c2-4aff-be87-fba2279e419d,386
13d1aa1a-94c2-4aff-be87-fba2279e419d,388
116617af-fd73-469c-9f0f-6f9f186d3b85,410
b812e1b8-f791-4680-876c-118f3779278d,603
4d621e23-67a1-4bc7-a68b-c3f9ce715fff,608
baa8960f-ef20-4ed1-b363-fcdc85ab1858,632
f3b811e0-4c47-4c6d-ae80-1b093f45e2c5,640
02040d1a-e55c-488d-a11e-9531a574e7e5,660
099b60b0-a8b7-4d5e-8432-051d8d17dd1d,720
dad1e85c-de6c-4eaf-ae4d-c87cb086eed2,734
2f70e53e-e0cc-49fd-b9ae-064334b148aa,770
9008666b-6523-4259-a00f-4b37760fa9d0,771
48688f2d-a20a-43fa-bcc4-b6ccddfd85c6,772
e930ab47-e1a0-4133-b4dd-f9879e6c50dd,773
10175def-5eb5-433b-a98d-a7d146c905fc,774
6d96ed77-13bb-4ecf-816a-cd4df0cf79a5,775
7ac65265-b194-4b18-94c7-22944998d251,777
5817eefb-609f-449f-bfb7-772efc6637aa,778
908ec94f-647c-4e30-8b3c-f7830ad440ac,779
a8a9b06e-d69e-4409-b171-da21919c6353,780
93758860-d090-4edd-9b6f-babe821405a5,781
d61c66de-a721-4577-8960-1aac145cb395,785
fb485860-abf7-4f86-9442-e8994aa0ff5d,795
a345d5ff-6a95-4454-883e-83248abfafe8,797
4e10bc89-c9ec-4217-a867-f2b8bf8412e4,799
688fd9ee-b398-4bc1-a6f5-4662e249000b,960
f4f8cfe4-c621-4bd0-88d5-5dad45e31f40,964
3b4ebc2c-aacf-41fc-85cf-22310fdd15fa,1035
139b3730-ff34-481f-ba69-f9a6dc2d51b2,2005
de12c540-3c43-4c6f-acb1-602712a8c376,2013
26fd8526-c423-49a4-b41a-98b52ac00c55,2036
7d70d26f-5189-4110-9bcc-571ff75ad8b7,3116
c1f3d336-1406-4f16-832e-51bc77ec3e65,3118
63087b9f-3770-4d08-87e8-14e1d144b730,5
39424971-0277-4347-aa7b-6151fb35f0cd,283
0777cd56-e22c-4f04-ac6d-80c5bd93242a,720
27cb665d-782a-42d6-9318-814e4401f22b,770
6d5b5213-0f32-40a4-8712-1551f0a37324,771
ac105249-2c18-4dea-9a71-cdcdaf57745e,772
16681603-be2b-4cd2-aca1-1e7c93a0dc48,773
12afc292-3968-443f-a913-0c84881728a0,774
9ffdabb0-d028-41f7-8d3c-e2f54f6eab59,775
1c70f86c-1974-4787-bd58-b59453d694f9,777
0dcda99a-4304-4610-a797-83b98d82f8ed,778
03e2a9dd-3935-430b-bc64-db1fa4cf0544,779
ace95425-a199-4c5e-b3ef-2a5cc2f9b134,780
acaf6608-e0f4-448c-b73f-5a0f3d284b1e,781
944d4b4f-18b7-4bdb-9b78-b1363d15fd3a,785
a83ea11f-cd61-48f6-8c3a-9015595b8049,797
43d83e56-3dc9-41fc-ad5b-24cd62322c14,964
5c528b61-298e-446d-8c5f-0f58c47cb901,603
6c8aa3cc-88d8-4d90-8c1f-22381bd053be,608
2d40efcc-3174-406f-ab2b-aaf98af3c37a,632
bd50e37e-67df-4803-a803-e672c5ba3046,640
d4a33b1e-b470-43cc-ac57-e72c9de56de3,660
1f5a417c-a3d6-433b-9ffe-2e57b729ea96,734
2d5ca2ef-ba16-4f72-b325-6addd0aeda3d,22
388c50db-57c7-4540-8c2d-cfcef050c26a,150
58921d55-5118-4d2a-a2f6-dd6c6b0f9c51,152
65032590-fc0d-4ed7-83ba-b0314c9e3859,170
bcd017e8-524b-43fa-a76f-46a94facc24c,349
f060c9d6-44f3-4f6c-95e1-cf972bef5067,601
01ff44e3-3bde-4458-a9ce-fecfc930b997,662
911b1cff-09f8-476d-992a-572e50f748eb,732
af892154-e309-4db5-9531-50d1898f4189,796
4083dc5d-2b91-4bc8-80bb-b103e533a94c,2025
b8c498f4-01fb-4087-8229-a526526fd99d,3022
07c1f5f2-76f1-410c-a2a3-f09ce205c3c7,3662
a75d96d1-166c-4c34-b7b2-f90ec1c05641,796
5f9ff031-5c3d-4cfc-b860-cf0bc1a7f761,601
be048017-ec85-42d7-8040-cfa054361f1a,732
2f90a591-cf14-4a7b-913c-2aa7623db4f3,22
734fe52d-86ed-496f-a3e6-aba40d8ef05c,150
e7e0bc28-aed1-4e37-b894-c3380441db9d,152
8620b8c6-43d7-45e2-93ec-70251ed31106,349
1e913953-65f0-48ea-b39b-94c0c34cfd89,601
c80ec5b9-4671-4a42-9f40-72c06398bb88,662
542aa5d7-24e4-44e0-aa74-2c3271284fb5,796
d069ae5b-02df-41f3-9149-0af31dccd4da,2025
736daf52-3397-4c63-862d-761a7bd22699,3022
799389a6-dc90-4afc-a856-8d0f69d7b514,3662
3b66d3a9-c0a5-49fd-a184-9fc4d03ad951,796
